identifier,latitude,longitude,feature,taille
1506-02=,-33.658,-78.85,FEATURE_VOLCANO,2.964730921
1506-01=,-26.27,-80.12,FEATURE_VOLCANO,2.26245109
1505-122,-25.414,-68.588,FEATURE_VOLCANO,3.733438027
1505-121,-25.336,-68.521,FEATURE_VOLCANO,3.738859802
1505-112,-25.083,-68.367,FEATURE_VOLCANO,3.736476182
1505-11=,-24.72,-68.53,FEATURE_VOLCANO,3.828595456
1505-13=,-27.109,-68.541,FEATURE_VOLCANO,3.837525309
1505-108,-24.396,-68.246,FEATURE_VOLCANO,3.780389328
1505-06=,-21.787,-68.237,FEATURE_VOLCANO,3.766858811
1505-093,-22.895,-67.566,FEATURE_VOLCANO,3.748032894
1505-04=,-20.73,-68.55,FEATURE_VOLCANO,3.712902125
1505-05=,-20.939,-68.413,FEATURE_VOLCANO,3.756255649
1505-091,-22.72,-67.892,FEATURE_VOLCANO,3.776047071
1505-096,-23.292,-67.618,FEATURE_VOLCANO,3.779812863
1505-104,-23.949,-67.74,FEATURE_VOLCANO,3.649140064
1505-098,-23.58,-67.7,FEATURE_VOLCANO,3.761777538
1505-095,-23.236,-67.645,FEATURE_VOLCANO,3.750585527
1505-14-,-27.3,-69.13,FEATURE_VOLCANO,3.781898919
1505-101,-23.743,-67.534,FEATURE_VOLCANO,3.767304317
1505-02=,-18.42,-69.092,FEATURE_VOLCANO,3.783260233
1505-03=,-19.15,-68.83,FEATURE_VOLCANO,3.744292983
1505-10=,-23.37,-67.73,FEATURE_VOLCANO,3.747567163
1505-12=,-25.168,-68.507,FEATURE_VOLCANO,3.756331767
1505-092,-22.83,-67.88,FEATURE_VOLCANO,3.772028165
1505-102,-23.82,-67.77,FEATURE_VOLCANO,3.771587481
1505-106,-24.18,-68.25,FEATURE_VOLCANO,3.544068044
1505-109,-24.319,-68.59,FEATURE_VOLCANO,3.625312451
1505-097,-23.52,-67.67,FEATURE_VOLCANO,3.658488381
1505-094,-23,-67.75,FEATURE_VOLCANO,3.756103372
1505-09=,-22.557,-67.853,FEATURE_VOLCANO,3.769672664
1505-07=,-21.888,-68.391,FEATURE_VOLCANO,3.788309812
1505-011,-18.1,-69.5,FEATURE_VOLCANO,3.767897616
1505-01=,-17.72,-69.77,FEATURE_VOLCANO,3.776701184
1505-032,-19.13,-68.53,FEATURE_VOLCANO,3.73479983
1505-105,-23.97,-68.13,FEATURE_VOLCANO,3.492620722
1505-103,-23.83,-67.95,FEATURE_VOLCANO,3.550228353
1508-062,-50.33,-73.75,FEATURE_VOLCANO,3.405858399
1508-059,-47.2,-73.483,FEATURE_VOLCANO,3.536179532
1508-07=,-52.33,-73.4,FEATURE_VOLCANO,3.245018871
1508-02=,-41.33,-72.618,FEATURE_VOLCANO,3.295347148
1508-055,-45.059,-72.984,FEATURE_VOLCANO,3.320146286
1508-021,-41.25,-72.27,FEATURE_VOLCANO,2.704150517
1508-012,-41.25,-72.27,FEATURE_VOLCANO,2.704150517
1508-041,-42.833,-72.646,FEATURE_VOLCANO,3.049992857
1508-050,-43.189,-72.794,FEATURE_VOLCANO,3.261500773
1508-09-,-54.97,-70.262,FEATURE_VOLCANO,2.195899652
1508-023,-41.874,-72.431,FEATURE_VOLCANO,3.196452542
1508-057,-45.9,-72.97,FEATURE_VOLCANO,3.27989498
1508-03=,-42.377,-72.578,FEATURE_VOLCANO,3.11991541
1508-06=,-49.019,-73.504,FEATURE_VOLCANO,3.549248557
1508-056,-45.1,-73.17,FEATURE_VOLCANO,3.471291711
1508-052,-44.08,-72.88,FEATURE_VOLCANO,3.380211242
1508-054,-44.7,-73.08,FEATURE_VOLCANO,3.220108088
,-45.22,-73.05,FEATURE_VOLCANO,3.033423755
1508-04=,-42.799,-72.445,FEATURE_VOLCANO,3.389520466
1508-01=,-41.105,-72.496,FEATURE_VOLCANO,3.424718337
1508-051,-43.42,-72.83,FEATURE_VOLCANO,3.475816413
1508-08-,-52.082,-69.698,FEATURE_VOLCANO,2.450249108
1508-053,-44.3,-72.53,FEATURE_VOLCANO,2.719331287
1508-063,-50.964,-73.585,FEATURE_VOLCANO,3
1508-011,-41.157,-71.885,FEATURE_VOLCANO,3.541329578
1508-05=,-43.497,-72.81,FEATURE_VOLCANO,3.311541958
1508-022,-41.755,-72.396,FEATURE_VOLCANO,3.339848783
1508-025,-42.018,-70.194,FEATURE_VOLCANO,3.128399269
1005-011,47.45,120.8,FEATURE_VOLCANO,3.224533063
1005-01-,41.59,113.111,FEATURE_VOLCANO,3.205475037
1005-04-,44.08,128.83,FEATURE_VOLCANO,3
1005-02-,49.37,125.92,FEATURE_VOLCANO,2.826074803
1005-05-,42.33,126.5,FEATURE_VOLCANO,3
1005-03-,48.722,126.15,FEATURE_VOLCANO,2.775974331
1005-06-,41.98,128.08,FEATURE_VOLCANO,3.438384107
0705-11-,25.23,98.5,FEATURE_VOLCANO,3.457124626
1004-03-,35.52,80.2,FEATURE_VOLCANO,3.764026608
1004-04-,35.85,91.7,FEATURE_VOLCANO,3.73239376
1501-09=,1.08,-77.68,FEATURE_VOLCANO,3.609594409
1501-012,5.091,-75.293,FEATURE_VOLCANO,3.600428326
1501-10=,0.95,-77.87,FEATURE_VOLCANO,3.677971753
1501-07=,1.5,-76.936,FEATURE_VOLCANO,3.616685521
1501-08=,1.22,-77.37,FEATURE_VOLCANO,3.631037697
1501-05=,2.93,-76.03,FEATURE_VOLCANO,3.729488769
1501-04=,4.487,-75.389,FEATURE_VOLCANO,3.43917474
1501-062,1.57,-76.78,FEATURE_VOLCANO,3.515873844
1501-06=,2.32,-76.4,FEATURE_VOLCANO,3.667452953
1501-011,5.203,-75.363,FEATURE_VOLCANO,3.576226137
1501-02=,4.892,-75.324,FEATURE_VOLCANO,3.722551662
1501-021,4.818,-75.365,FEATURE_VOLCANO,3.694078462
1501-061,2.108,-76.592,FEATURE_VOLCANO,3.643452676
1501-03=,4.658,-75.33,FEATURE_VOLCANO,3.717254313
1501-11=,0.817,-77.938,FEATURE_VOLCANO,3.671913012
1405-033,10.463,-84.703,FEATURE_VOLCANO,3.222716471
1405-05=,10.135,-84.1,FEATURE_VOLCANO,3.46329561
1405-06=,9.979,-83.852,FEATURE_VOLCANO,3.535547279
1405-03=,10.748,-85.153,FEATURE_VOLCANO,3.307067951
1405-01=,10.98,-85.473,FEATURE_VOLCANO,3.219846386
1405-034,10.3,-84.366,FEATURE_VOLCANO,3.35545152
1405-04=,10.2,-84.233,FEATURE_VOLCANO,3.43264866
1405-02=,10.83,-85.324,FEATURE_VOLCANO,3.282395505
1405-031,10.673,-85.015,FEATURE_VOLCANO,3.282395505
1405-07=,10.025,-83.767,FEATURE_VOLCANO,3.523746467
0503-06=,-9.62,150.88,FEATURE_VOLCANO,2.698970004
0503-041,-9.358,150.246,FEATURE_VOLCANO,2.342422681
0503-05=,-9.52,150.53,FEATURE_VOLCANO,2.301029996
,-0.53,-78,FEATURE_VOLCANO,3.630122643
1502-03=,-0.481,-78.141,FEATURE_VOLCANO,3.759894374
1502-021,-0.353,-78.617,FEATURE_VOLCANO,3.649626887
1502-006,0.029,-77.986,FEATURE_VOLCANO,3.762678564
1502-022,-0.375,-78.25,FEATURE_VOLCANO,3.666798684
1502-002,0.468,-78.287,FEATURE_VOLCANO,3.613418945
1502-071,-1.464,-78.815,FEATURE_VOLCANO,3.800029359
1502-05=,-0.677,-78.436,FEATURE_VOLCANO,3.771660959
1502-003,0.308,-78.364,FEATURE_VOLCANO,3.511348515
1502-02=,-0.171,-78.598,FEATURE_VOLCANO,3.679791171
1502-041,-0.659,-78.714,FEATURE_VOLCANO,3.719993826
1502-004,0.258,-78.183,FEATURE_VOLCANO,3.663606708
1502-081,-1.78,-78.613,FEATURE_VOLCANO,3.523226042
1502-005,0.13,-78.27,FEATURE_VOLCANO,3.629715333
1502-011,0.038,-78.463,FEATURE_VOLCANO,3.525821952
1502-06=,-0.85,-78.9,FEATURE_VOLCANO,3.592620821
1502-01=,-0.077,-77.656,FEATURE_VOLCANO,3.551693915
1502-09=,-2.005,-78.341,FEATURE_VOLCANO,3.723127159
1502-001,0.552,-77.58,FEATURE_VOLCANO,3.597146488
1502-04=,-0.538,-77.626,FEATURE_VOLCANO,3.600972896
1502-08=,-1.467,-78.442,FEATURE_VOLCANO,3.700963178
1403-01=,13.891,-89.786,FEATURE_VOLCANO,3.308777774
1403-071,13.72,-88.77,FEATURE_VOLCANO,2.84509804
1403-101,13.428,-88.105,FEATURE_VOLCANO,2.257678575
1403-09=,13.478,-88.33,FEATURE_VOLCANO,3.113943352
1403-051,14.02,-89.25,FEATURE_VOLCANO,2.822821645
1403-041,13.87,-89.55,FEATURE_VOLCANO,2.872738827
1403-11=,13.277,-87.853,FEATURE_VOLCANO,3.096910013
1403-12=,13.22,-87.765,FEATURE_VOLCANO,2.740362689
1403-052,13.9,-89.12,FEATURE_VOLCANO,3.157758886
1403-06=,13.672,-89.053,FEATURE_VOLCANO,2.653212514
1403-03=,13.813,-89.633,FEATURE_VOLCANO,3.290034611
1403-001,14.27,-89.48,FEATURE_VOLCANO,2.892651034
1403-04=,13.853,-89.63,FEATURE_VOLCANO,3.376759395
1403-10=,13.434,-88.269,FEATURE_VOLCANO,3.328379603
1403-05=,13.734,-89.294,FEATURE_VOLCANO,3.277150614
1403-07=,13.595,-88.837,FEATURE_VOLCANO,3.338854746
1403-02=,13.853,-89.63,FEATURE_VOLCANO,3.376759395
1403-002,14.054,-89.631,FEATURE_VOLCANO,2.966610987
1403-072,13.435,-88.532,FEATURE_VOLCANO,3.068927612
1403-08=,13.494,-88.502,FEATURE_VOLCANO,3.202215776
1403-082,13.47,-88.43,FEATURE_VOLCANO,3.214843848
1403-081,13.419,-88.471,FEATURE_VOLCANO,3.161068385
0201-120,11.75,41.48,FEATURE_VOLCANO,2.84509804
0405-02-,-17.32,179.4,FEATURE_VOLCANO,2.717670503
0405-01-,-16.82,-179.97,FEATURE_VOLCANO,3.093771781
0405-03-,-19.12,177.98,FEATURE_VOLCANO,2.90579588
0100-02-,45.775,2.97,FEATURE_VOLCANO,3.165541077
1503-04=,-0.43,-91.12,FEATURE_VOLCANO,3.053078443
1503-06=,-0.92,-91.408,FEATURE_VOLCANO,3.214843848
1503-03=,-0.18,-91.28,FEATURE_VOLCANO,3.123851641
1503-011,-0.02,-91.546,FEATURE_VOLCANO,2.897627091
1503-01=,-0.37,-91.55,FEATURE_VOLCANO,3.169086357
1503-081,0.32,-89.958,FEATURE_VOLCANO,1.806179974
1503-08=,0.33,-90.47,FEATURE_VOLCANO,2.53529412
1503-05=,-0.83,-91.17,FEATURE_VOLCANO,3.050766311
1503-07=,0.58,-90.75,FEATURE_VOLCANO,2.892094603
1503-12-,-0.88,-89.5,FEATURE_VOLCANO,2.880241776
1503-091,-0.62,-90.33,FEATURE_VOLCANO,2.936513742
1503-09=,-0.22,-90.77,FEATURE_VOLCANO,2.963787827
1503-02=,0.02,-91.35,FEATURE_VOLCANO,3.23299611
0104-03-,42.55,44,FEATURE_VOLCANO,3.562292864
0104-02-,42.7,44.5,FEATURE_VOLCANO,3.703291378
0104-05-,41.542,43.7,FEATURE_VOLCANO,3.517195898
0104-04-,42.45,44.25,FEATURE_VOLCANO,3.574031268
0100-01-,50.17,6.85,FEATURE_VOLCANO,2.77815125
0102-02=,37.615,23.336,FEATURE_VOLCANO,2.880813592
0102-03=,36.699,24.439,FEATURE_VOLCANO,2.875639937
0102-05=,36.586,27.16,FEATURE_VOLCANO,2.843855423
0102-04=,36.404,25.396,FEATURE_VOLCANO,2.564666064
0102-051,36.671,27.14,FEATURE_VOLCANO,2.255272505
1402-08=,14.501,-90.876,FEATURE_VOLCANO,3.599446376
1402-10=,14.465,-90.743,FEATURE_VOLCANO,3.575187845
1402-04=,14.797,-91.519,FEATURE_VOLCANO,3.501470072
1402-06=,14.583,-91.186,FEATURE_VOLCANO,3.548389418
1402-15-,14.12,-89.73,FEATURE_VOLCANO,3.249198357
1402-20-,14.83,-89.55,FEATURE_VOLCANO,3.076276255
1402-111,14.33,-90.4,FEATURE_VOLCANO,3.162564407
1402-14-,14.308,-89.992,FEATURE_VOLCANO,3.204119983
1402-09=,14.473,-90.88,FEATURE_VOLCANO,3.575534218
1402-19-,14.55,-89.63,FEATURE_VOLCANO,3.217483944
1402-18-,14.42,-89.68,FEATURE_VOLCANO,3.111262514
1402-121,14.34,-90.271,FEATURE_VOLCANO,3.255754787
1402-13-,14.03,-90.1,FEATURE_VOLCANO,3.220631019
1402-11=,14.382,-90.601,FEATURE_VOLCANO,3.409764104
1402-21-,14.57,-89.45,FEATURE_VOLCANO,3.079181246
1402-03=,14.757,-91.552,FEATURE_VOLCANO,3.573451822
1402-16-,14.33,-89.87,FEATURE_VOLCANO,3.076276255
1402-17-,14.4,-89.78,FEATURE_VOLCANO,3.310055738
1402-141,14.43,-89.9,FEATURE_VOLCANO,3.234517284
1402-02=,15.043,-91.903,FEATURE_VOLCANO,3.62355939
1402-12=,14.156,-90.407,FEATURE_VOLCANO,3.26599637
1402-07=,14.612,-91.189,FEATURE_VOLCANO,3.499412126
0608-072,-0.53,127.48,FEATURE_VOLCANO,3.012837225
0608-073,-0.761,127.725,FEATURE_VOLCANO,2.969415912
0608-01=,1.693,127.894,FEATURE_VOLCANO,3.089551883
0608-06=,0.8,127.33,FEATURE_VOLCANO,3.234264124
0608-04=,1.38,127.53,FEATURE_VOLCANO,3.213517757
0608-052,0.9,127.32,FEATURE_VOLCANO,2.799340549
0608-03=,1.488,127.63,FEATURE_VOLCANO,3.122215878
0608-051,1.08,127.439,FEATURE_VOLCANO,2.996949248
0608-07=,0.32,127.4,FEATURE_VOLCANO,3.132579848
0608-062,0.57,127.4,FEATURE_VOLCANO,2.488550717
0608-063,0.454,127.411,FEATURE_VOLCANO,2.967079734
0608-001,1.83,127.83,FEATURE_VOLCANO,2.50242712
0608-061,0.658,127.4,FEATURE_VOLCANO,3.238046103
0608-071,0.07,127.42,FEATURE_VOLCANO,2.625312451
0608-02-,1.63,127.67,FEATURE_VOLCANO,3.01494035
0608-05=,1.25,127.47,FEATURE_VOLCANO,2.990782692
1302-06-,20.708,-156.25,FEATURE_VOLCANO,3.485011215
1302-04-,19.692,-155.87,FEATURE_VOLCANO,3.401917251
1302-01-,19.421,-155.287,FEATURE_VOLCANO,3.087071206
1302-03-,19.82,-155.47,FEATURE_VOLCANO,3.623766
1302-02=,19.475,-155.608,FEATURE_VOLCANO,3.620136055
0805-07=,43.384,144.013,FEATURE_VOLCANO,3.175801633
0805-011,41.805,141.166,FEATURE_VOLCANO,2.790988475
0805-02=,42.063,140.677,FEATURE_VOLCANO,3.053462605
0805-08=,43.615,144.427,FEATURE_VOLCANO,2.758911892
0805-034,42.491,141.16,FEATURE_VOLCANO,2.739572344
0805-081,43.572,144.561,FEATURE_VOLCANO,2.932980822
0805-031,42.875,140.659,FEATURE_VOLCANO,3.116607744
0805-01=,41.51,139.367,FEATURE_VOLCANO,2.864511081
0805-082,44.076,145.122,FEATURE_VOLCANO,3.220108088
0805-041,45.179,141.242,FEATURE_VOLCANO,3.23578087
0805-062,43.28,143.08,FEATURE_VOLCANO,3.155336037
0805-04=,42.688,141.38,FEATURE_VOLCANO,3.120573931
0805-09=,44.133,145.161,FEATURE_VOLCANO,3.19368103
0805-06=,43.664,142.854,FEATURE_VOLCANO,3.360025089
,44.044,145.086,FEATURE_VOLCANO,3.019531685
0805-05=,43.418,142.686,FEATURE_VOLCANO,3.317436497
0805-03=,42.544,140.839,FEATURE_VOLCANO,2.865103975
0805-032,42.827,140.812,FEATURE_VOLCANO,3.27600199
1403-13-,13.272,-87.641,FEATURE_VOLCANO,2.893761762
1403-16-,16.1,-86.9,FEATURE_VOLCANO,1.86923172
1403-15-,14.964,-87.983,FEATURE_VOLCANO,3.025305865
1403-14-,13.33,-87.63,FEATURE_VOLCANO,2.806179974
0803-001,34.5,131.6,FEATURE_VOLCANO,2.80685803
0803-17=,37.647,140.281,FEATURE_VOLCANO,3.237543738
0803-13=,36.56,139.193,FEATURE_VOLCANO,3.261976191
,36.2,137.573,FEATURE_VOLCANO,3.32407658
0803-23=,39.761,140.799,FEATURE_VOLCANO,3.214048679
0803-26=,39.964,140.757,FEATURE_VOLCANO,3.135450699
0803-11=,36.406,138.523,FEATURE_VOLCANO,3.409595019
0803-18=,37.735,140.244,FEATURE_VOLCANO,3.289811839
0803-16=,37.601,140.072,FEATURE_VOLCANO,3.259115844
0803-22=,39.099,140.049,FEATURE_VOLCANO,3.349471799
0803-03=,35.361,138.728,FEATURE_VOLCANO,3.577031986
0803-25=,39.958,140.854,FEATURE_VOLCANO,3.207634367
0803-28=,40.659,140.877,FEATURE_VOLCANO,3.200029267
0803-02=,35.233,139.021,FEATURE_VOLCANO,3.157758886
0803-05=,36.155,136.771,FEATURE_VOLCANO,3.431685345
0803-122,36.477,138.851,FEATURE_VOLCANO,3.161068385
0803-191,38.599,140.162,FEATURE_VOLCANO,2.741939078
0803-131,36.955,139.285,FEATURE_VOLCANO,3.372175286
0803-27=,40.656,140.303,FEATURE_VOLCANO,3.210853365
0803-24=,39.853,141.001,FEATURE_VOLCANO,3.30920418
0803-01=,34.9,139.098,FEATURE_VOLCANO,3.147985321
0803-21=,38.961,140.788,FEATURE_VOLCANO,3.211387553
0803-12=,36.618,138.528,FEATURE_VOLCANO,3.335457901
0803-262,39.95,139.73,FEATURE_VOLCANO,2.463892989
0803-08=,36.571,137.59,FEATURE_VOLCANO,3.418467021
0803-10=,36.891,138.114,FEATURE_VOLCANO,3.389874558
0803-141,36.765,139.491,FEATURE_VOLCANO,3.395501124
0803-20=,38.729,140.734,FEATURE_VOLCANO,2.672097858
0803-15=,37.125,139.963,FEATURE_VOLCANO,3.282168778
0803-09=,36.921,138.036,FEATURE_VOLCANO,3.380211242
0803-14=,36.799,139.376,FEATURE_VOLCANO,3.411282913
0803-06=,36.106,137.554,FEATURE_VOLCANO,3.480868924
0803-151,37.444,139.566,FEATURE_VOLCANO,2.921686475
0803-003,36.176,133.334,FEATURE_VOLCANO,2.178976947
0803-142,36.795,139.507,FEATURE_VOLCANO,3.369401414
0803-04=,35.893,137.48,FEATURE_VOLCANO,3.486713776
0803-29=,41.279,141.12,FEATURE_VOLCANO,2.943494516
0803-002,35.141,132.622,FEATURE_VOLCANO,3.051538391
0803-121,36.688,138.519,FEATURE_VOLCANO,3.309843005
0803-143,36.9,139.777,FEATURE_VOLCANO,3.254064453
0803-271,40.51,140.88,FEATURE_VOLCANO,3.004751156
0803-071,36.408,137.594,FEATURE_VOLCANO,3.465977368
0803-07=,36.227,137.587,FEATURE_VOLCANO,3.390051496
0803-031,36.087,138.32,FEATURE_VOLCANO,3.394451681
0803-19=,38.144,140.44,FEATURE_VOLCANO,3.265053789
1703-09=,65.833,-17.166,FEATURE_VOLCANO,2.73239376
1705-01=,66.67,-18.5,FEATURE_VOLCANO,0.698970004
1703-06=,65.033,-16.783,FEATURE_VOLCANO,3.033423755
1703-03=,64.633,-17.516,FEATURE_VOLCANO,3.301029996
1703-07=,65.416,-16.666,FEATURE_VOLCANO,2.986771734
1703-01=,64.416,-17.316,FEATURE_VOLCANO,3.235275877
,65.583,-16.817,FEATURE_VOLCANO,2.69019608
1703-08=,65.715,-16.728,FEATURE_VOLCANO,2.903089987
1703-05=,64.653,-16.647,FEATURE_VOLCANO,3.285557309
1702-15-,64.42,-17.33,FEATURE_VOLCANO,3.236789099
,64.783,-15.55,FEATURE_VOLCANO,3.263162465
,64.267,-17.617,FEATURE_VOLCANO,3.217483944
1702-18-,64.43,-18.13,FEATURE_VOLCANO,3
1703-04=,64.75,-17.916,FEATURE_VOLCANO,3.182699903
1702-02=,63.633,-19.633,FEATURE_VOLCANO,3.217747073
1702-07=,63.983,-19.666,FEATURE_VOLCANO,3.173186268
1701-051,64.083,-21.333,FEATURE_VOLCANO,2.740362689
1702-03=,63.633,-19.083,FEATURE_VOLCANO,3.173186268
1702-09-,63.98,-19.7,FEATURE_VOLCANO,3.173477643
1702-10-,64.08,-19.4,FEATURE_VOLCANO,2.740362689
1702-08-,63.98,-19.7,FEATURE_VOLCANO,3.173477643
1702-19-,62.27,-17.6,FEATURE_VOLCANO,3.219846386
1702-04=,63.783,-19.716,FEATURE_VOLCANO,3.165541077
1702-05=,63.892,-19.122,FEATURE_VOLCANO,3.10720997
1702-01=,63.416,-20.266,FEATURE_VOLCANO,2.451786436
1704-02=,64.25,-16.583,FEATURE_VOLCANO,3.209515015
1704-01=,64.05,-16.633,FEATURE_VOLCANO,3.303196057
1701-04=,63.933,-21.783,FEATURE_VOLCANO,2.785329835
,63.733,-23,FEATURE_VOLCANO,1.84509804
1701-06=,64.05,-20.883,FEATURE_VOLCANO,2.301029996
1701-05=,64.083,-21.416,FEATURE_VOLCANO,2.904715545
1701-09=,64.833,-18.766,FEATURE_VOLCANO,3.24674471
1701-17-,63.98,-21.42,FEATURE_VOLCANO,2.478566496
1701-03=,63.883,-22.083,FEATURE_VOLCANO,2.556302501
1701-08=,64.85,-19.7,FEATURE_VOLCANO,3.041392685
1701-07=,64.583,-20.666,FEATURE_VOLCANO,3.141449773
1701-02=,63.85,-22.566,FEATURE_VOLCANO,2.146128036
1701-01=,63.67,-23.33,FEATURE_VOLCANO,1.903089987
1700-02=,64.866,-23.283,FEATURE_VOLCANO,2.993876915
1700-03=,64.9,-22.483,FEATURE_VOLCANO,3.026533265
1700-01=,64.8,-23.783,FEATURE_VOLCANO,3.160168293
0304-03-,-46.43,52.2,FEATURE_VOLCANO,3.037426498
0304-02=,-49.58,69.5,FEATURE_VOLCANO,3.264817823
0304-01=,-53.106,73.513,FEATURE_VOLCANO,3.438542349
0304-001,-37.83,77.52,FEATURE_VOLCANO,2.944975908
0304-05-,-46.1,50.23,FEATURE_VOLCANO,2.889301703
0304-011,-53.03,72.6,FEATURE_VOLCANO,2.361727836
0304-04-,-46.42,51.75,FEATURE_VOLCANO,2.970346876
0304-06-,-46.63,37.95,FEATURE_VOLCANO,2.827369273
0304-002,-38.72,77.53,FEATURE_VOLCANO,2.428134794
0304-07-,-46.9,37.75,FEATURE_VOLCANO,3.089905111
0303-001,-11.47,43.33,FEATURE_VOLCANO,3.036229544
0303-01=,-11.75,43.38,FEATURE_VOLCANO,3.373095987
,-12.83,45.17,FEATURE_VOLCANO,2.819543936
0303-02=,-21.244,55.708,FEATURE_VOLCANO,3.420285885
0602-00=,-6.102,105.423,FEATURE_VOLCANO,2.190331698
0302-03-,28.07,60,FEATURE_VOLCANO,3.542825427
0302-01-,35.951,52.109,FEATURE_VOLCANO,3.753583059
0302-04-,28.17,60.67,FEATURE_VOLCANO,3.176091259
0302-002,38.268,47.835,FEATURE_VOLCANO,3.679791171
0302-001,37.75,46.43,FEATURE_VOLCANO,3.569022586
0302-05-,28.6,61.13,FEATURE_VOLCANO,3.595496222
0101-01=,40.827,14.139,FEATURE_VOLCANO,2.660865478
0101-004,41.73,12.7,FEATURE_VOLCANO,2.977266212
0101-06=,37.748,14.999,FEATURE_VOLCANO,3.521138084
0101-03=,40.73,13.897,FEATURE_VOLCANO,2.897077003
0101-001,43.25,10.87,FEATURE_VOLCANO,2.698970004
0101-042,38.49,14.933,FEATURE_VOLCANO,2.770852012
0101-041,38.638,15.064,FEATURE_VOLCANO,2.600972896
0101-071,36.77,12.02,FEATURE_VOLCANO,2.922206277
0101-04=,38.789,15.213,FEATURE_VOLCANO,2.965671971
0101-02=,40.821,14.426,FEATURE_VOLCANO,3.10754913
0101-05=,38.404,14.962,FEATURE_VOLCANO,2.698970004
0101-003,42.6,11.93,FEATURE_VOLCANO,2.903089987
0804-06=,32.458,139.759,FEATURE_VOLCANO,2.626340367
0804-05=,33.137,139.766,FEATURE_VOLCANO,2.931457871
0804-01=,34.724,139.394,FEATURE_VOLCANO,2.879669206
0804-09=,30.484,140.303,FEATURE_VOLCANO,2.595496222
0804-03=,34.219,139.153,FEATURE_VOLCANO,2.757396029
0804-041,33.874,139.602,FEATURE_VOLCANO,2.92992956
0804-04=,34.094,139.526,FEATURE_VOLCANO,2.889301703
0804-07=,31.888,139.918,FEATURE_VOLCANO,1.041392685
0804-02=,34.397,139.27,FEATURE_VOLCANO,2.635483747
0804-091,29.794,140.342,FEATURE_VOLCANO,1.995635195
0804-08=,31.44,140.051,FEATURE_VOLCANO,2.133538908
0804-011,34.52,139.279,FEATURE_VOLCANO,2.705863712
0805-061,43.418,143.031,FEATURE_VOLCANO,3.303843775
0603-29=,-7.733,112.575,FEATURE_VOLCANO,3.523616419
0603-351,-7.85,114.37,FEATURE_VOLCANO,3.095866453
0603-17=,-6.895,108.408,FEATURE_VOLCANO,3.4827307
0603-20=,-7.2,109.879,FEATURE_VOLCANO,3.409087369
0603-14=,-7.25,108.058,FEATURE_VOLCANO,3.336059278
0603-06=,-6.77,106.965,FEATURE_VOLCANO,3.478277832
0603-13=,-7.143,107.84,FEATURE_VOLCANO,3.351989455
0603-35=,-8.058,114.242,FEATURE_VOLCANO,3.442322956
0603-33=,-7.97,113.57,FEATURE_VOLCANO,3.489677292
0603-16=,-7.12,108.08,FEATURE_VOLCANO,3.062581984
0603-02=,-6.268,106.05,FEATURE_VOLCANO,3.247482261
0603-281,-7.92,112.45,FEATURE_VOLCANO,3.423409728
0603-28=,-7.93,112.308,FEATURE_VOLCANO,3.238297068
0603-11=,-7.245,107.709,FEATURE_VOLCANO,3.413969972
0603-03=,-6.73,106.65,FEATURE_VOLCANO,3.179264464
0603-32=,-7.981,113.341,FEATURE_VOLCANO,3.215108581
0603-26=,-7.625,111.192,FEATURE_VOLCANO,3.513883186
0603-321,-7.7,113.58,FEATURE_VOLCANO,2.731588765
0603-081,-7.13,107.65,FEATURE_VOLCANO,3.369772289
0603-292,-8.02,112.68,FEATURE_VOLCANO,2.832508913
0603-25=,-7.54,110.446,FEATURE_VOLCANO,3.463892989
0603-24=,-7.454,110.44,FEATURE_VOLCANO,3.493876111
0603-251,-6.62,110.88,FEATURE_VOLCANO,3.210853365
0603-10=,-7.32,107.73,FEATURE_VOLCANO,3.425697213
0603-07=,-7.162,107.4,FEATURE_VOLCANO,3.384174139
0603-291,-7.616,112.62,FEATURE_VOLCANO,3.212453961
0603-04=,-6.75,106.7,FEATURE_VOLCANO,3.230193379
0603-01=,-6.343,105.978,FEATURE_VOLCANO,3.121887985
0603-34=,-8.119,114.056,FEATURE_VOLCANO,3.5132176
0603-05=,-6.72,106.73,FEATURE_VOLCANO,3.344588743
0603-30=,-8.108,112.922,FEATURE_VOLCANO,3.56312496
0603-18=,-7.242,109.208,FEATURE_VOLCANO,3.535040813
0603-22=,-7.384,110.07,FEATURE_VOLCANO,3.527758753
0603-21=,-7.3,109.992,FEATURE_VOLCANO,3.496376054
0603-15=,-7.208,108.07,FEATURE_VOLCANO,3.342620043
0603-131,-6.77,107.95,FEATURE_VOLCANO,3.226342087
0603-09=,-6.77,107.6,FEATURE_VOLCANO,3.318897715
0603-231,-7.362,110.4,FEATURE_VOLCANO,3.270445908
0603-31=,-7.942,112.95,FEATURE_VOLCANO,3.367169489
0603-23=,-7.18,110.33,FEATURE_VOLCANO,3.311753861
0603-08=,-7.208,107.63,FEATURE_VOLCANO,3.338854746
0603-27=,-7.808,111.758,FEATURE_VOLCANO,3.408748606
1000-125,53.98,159.45,FEATURE_VOLCANO,3.071882007
1000-32-,55.43,158.65,FEATURE_VOLCANO,3.29136885
1000-45-,56.656,159.647,FEATURE_VOLCANO,3.409933123
1000-60-,57.702,160.418,FEATURE_VOLCANO,3.260548373
1000-39-,56.32,158.83,FEATURE_VOLCANO,3.261976191
1000-058,52.355,157.827,FEATURE_VOLCANO,3.281033367
